,index,LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Value
1054,1054,NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2005,2005,USD,US Dollar,0,Units,47969.885356
1055,1055,NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2006,2006,USD,US Dollar,0,Units,54362.23643
1056,1056,NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2007,2007,USD,US Dollar,0,Units,56177.479932
1057,1057,NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2008,2008,USD,US Dollar,0,Units,62075.513842
1058,1058,NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2009,2009,USD,US Dollar,0,Units,55617.679851
1059,1059,NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2010,2010,USD,US Dollar,0,Units,58229.713029
1060,1060,NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2011,2011,USD,US Dollar,0,Units,62461.202705
1061,1061,NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2012,2012,USD,US Dollar,0,Units,65768.753337
1062,1062,NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2013,2013,USD,US Dollar,0,Units,67372.92815
1063,1063,NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2014,2014,USD,US Dollar,0,Units,66335.459607
1064,1064,NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2015,2015,USD,US Dollar,0,Units,60721.583815
1065,1065,NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2016,2016,USD,US Dollar,0,Units,59263.430481
1066,1066,NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2017,2017,USD,US Dollar,0,Units,64589.163161
1067,1067,NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2018,2018,USD,US Dollar,0,Units,70252.735505
1068,1068,NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2019,2019,USD,US Dollar,0,Units,69915.017577
1069,1069,NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2020,2020,USD,US Dollar,0,Units,65135.920617
1070,1070,NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2021,2021,USD,US Dollar,0,Units,81871.642936
1071,1071,NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2022,2022,USD,US Dollar,0,Units,95026.796225
1072,1072,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,0,Units,6205.071657
1073,1073,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,0,Units,5952.660252
1074,1074,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,0,Units,6230.971938
1075,1075,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,0,Units,6608.811366
1076,1076,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1994,1994,USD,US Dollar,0,Units,7101.438392
1077,1077,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1995,1995,USD,US Dollar,0,Units,7749.823854
1078,1078,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1996,1996,USD,US Dollar,0,Units,8350.588472
1079,1079,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1997,1997,USD,US Dollar,0,Units,9020.0767
1080,1080,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,0,Units,9582.019747
1081,1081,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,0,Units,10143.29527
1082,1082,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,0,Units,10674.914758
1083,1083,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,0,Units,11120.999556
1084,1084,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2002,2002,USD,US Dollar,0,Units,11803.761352
1085,1085,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2003,2003,USD,US Dollar,0,Units,12292.16188
1086,1086,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2004,2004,USD,US Dollar,0,Units,13354.532871
1087,1087,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2005,2005,USD,US Dollar,0,Units,13898.413013
1088,1088,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2006,2006,USD,US Dollar,0,Units,15155.041828
1089,1089,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2007,2007,USD,US Dollar,0,Units,16806.970485
1090,1090,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2008,2008,USD,US Dollar,0,Units,18308.038986
1091,1091,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2009,2009,USD,US Dollar,0,Units,19074.444456
1092,1092,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2010,2010,USD,US Dollar,0,Units,20632.568502
1093,1093,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2011,2011,USD,US Dollar,0,Units,22386.227119
1094,1094,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2012,2012,USD,US Dollar,0,Units,23300.922899
1095,1095,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2013,2013,USD,US Dollar,0,Units,24028.186718
1096,1096,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2014,2014,USD,US Dollar,0,Units,25005.655701
1097,1097,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2015,2015,USD,US Dollar,0,Units,26495.814927
1098,1098,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2016,2016,USD,US Dollar,0,Units,27830.927733
1099,1099,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2017,2017,USD,US Dollar,0,Units,29609.446359
1100,1100,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2018,2018,USD,US Dollar,0,Units,31662.210554
1101,1101,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2019,2019,USD,US Dollar,0,Units,34592.873756
1102,1102,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2020,2020,USD,US Dollar,0,Units,34896.8226
1103,1103,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2021,2021,USD,US Dollar,0,Units,37825.969446
1104,1104,POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2022,2022,USD,US Dollar,0,Units,43605.589764
1105,1105,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1970,1970,USD,US Dollar,0,Units,2078.171848
1106,1106,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1971,1971,USD,US Dollar,0,Units,2348.791913
1107,1107,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1972,1972,USD,US Dollar,0,Units,2650.722114
1108,1108,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1973,1973,USD,US Dollar,0,Units,3108.066037
1109,1109,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1974,1974,USD,US Dollar,0,Units,3379.112459
1110,1110,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1975,1975,USD,US Dollar,0,Units,3399.939191
1111,1111,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1976,1976,USD,US Dollar,0,Units,3727.18533
1112,1112,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1977,1977,USD,US Dollar,0,Units,4136.352449
1113,1113,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1978,1978,USD,US Dollar,0,Units,4502.918648
1114,1114,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1979,1979,USD,US Dollar,0,Units,5096.573089
1115,1115,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1980,1980,USD,US Dollar,0,Units,5749.495756
1116,1116,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1981,1981,USD,US Dollar,0,Units,6340.823716
1117,1117,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1982,1982,USD,US Dollar,0,Units,6834.02445
1118,1118,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1983,1983,USD,US Dollar,0,Units,7058.782041
1119,1119,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1984,1984,USD,US Dollar,0,Units,7151.525824
1120,1120,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1985,1985,USD,US Dollar,0,Units,7568.144984
1121,1121,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1986,1986,USD,US Dollar,0,Units,8040.264867
1122,1122,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,0,Units,8779.763157
1123,1123,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,0,Units,9795.666034
1124,1124,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,0,Units,10869.129758
1125,1125,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,0,Units,11766.453981
1126,1126,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,0,Units,12731.744779
1127,1127,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,0,Units,13169.059793
1128,1128,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,0,Units,13191.055766
1129,1129,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1994,1994,USD,US Dollar,0,Units,13570.077217
1130,1130,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1995,1995,USD,US Dollar,0,Units,14407.066386
1131,1131,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1996,1996,USD,US Dollar,0,Units,14921.738193
1132,1132,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1997,1997,USD,US Dollar,0,Units,15788.630626
1133,1133,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,0,Units,16687.438928
1134,1134,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,0,Units,17718.199515
1135,1135,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,0,Units,18880.303793
1136,1136,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,0,Units,19528.689531
1137,1137,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2002,2002,USD,US Dollar,0,Units,20356.721563
1138,1138,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2003,2003,USD,US Dollar,0,Units,20852.18352
1139,1139,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2004,2004,USD,US Dollar,0,Units,21477.874455
1140,1140,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2005,2005,USD,US Dollar,0,Units,22725.351651
1141,1141,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2006,2006,USD,US Dollar,0,Units,24681.096053
1142,1142,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2007,2007,USD,US Dollar,0,Units,25736.276866
1143,1143,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2008,2008,USD,US Dollar,0,Units,26665.771533
1144,1144,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2009,2009,USD,US Dollar,0,Units,26459.287201
1145,1145,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2010,2010,USD,US Dollar,0,Units,27260.554142
1146,1146,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2011,2011,USD,US Dollar,0,Units,26769.427711
1147,1147,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2012,2012,USD,US Dollar,0,Units,26438.140431
1148,1148,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2013,2013,USD,US Dollar,0,Units,27936.006331
1149,1149,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2014,2014,USD,US Dollar,0,Units,28742.313121
1150,1150,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2015,2015,USD,US Dollar,0,Units,29660.845908
1151,1151,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2016,2016,USD,US Dollar,0,Units,31607.610188
1152,1152,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2017,2017,USD,US Dollar,0,Units,33044.700154
1153,1153,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2018,2018,USD,US Dollar,0,Units,34928.618993
1154,1154,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2019,2019,USD,US Dollar,0,Units,37299.18231
1155,1155,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2020,2020,USD,US Dollar,0,Units,34955.61158
1156,1156,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2021,2021,USD,US Dollar,0,Units,36770.297823
1157,1157,PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2022,2022,USD,US Dollar,0,Units,42339.413185
1158,1158,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,0,Units,7186.836588
1159,1159,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,0,Units,7471.731052
1160,1160,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1994,1994,USD,US Dollar,0,Units,8071.649743
1161,1161,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1995,1995,USD,US Dollar,0,Units,8695.696371
1162,1162,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1996,1996,USD,US Dollar,0,Units,9406.97716
1163,1163,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1997,1997,USD,US Dollar,0,Units,10085.768627
1164,1164,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,0,Units,10622.627317
1165,1165,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,0,Units,10714.989673
1166,1166,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,0,Units,11353.50558
1167,1167,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,0,Units,12386.833938
1168,1168,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2002,2002,USD,US Dollar,0,Units,13307.878113
1169,1169,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2003,2003,USD,US Dollar,0,Units,14166.120099
1170,1170,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2004,2004,USD,US Dollar,0,Units,15197.889626
1171,1171,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2005,2005,USD,US Dollar,0,Units,16595.261568
1172,1172,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2006,2006,USD,US Dollar,0,Units,18850.138381
1173,1173,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2007,2007,USD,US Dollar,0,Units,21138.750591
1174,1174,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2008,2008,USD,US Dollar,0,Units,23608.97748
1175,1175,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2009,2009,USD,US Dollar,0,Units,22947.253273
1176,1176,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2010,2010,USD,US Dollar,0,Units,25221.414361
1177,1177,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2011,2011,USD,US Dollar,0,Units,26260.18468
1178,1178,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2012,2012,USD,US Dollar,0,Units,27000.730267
1179,1179,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2013,2013,USD,US Dollar,0,Units,28021.090326
1180,1180,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2014,2014,USD,US Dollar,0,Units,29029.587619
1181,1181,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2015,2015,USD,US Dollar,0,Units,30062.179578
1182,1182,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2016,2016,USD,US Dollar,0,Units,29737.530023
1183,1183,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2017,2017,USD,US Dollar,0,Units,30147.015964
1184,1184,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2018,2018,USD,US Dollar,0,Units,31374.187978
1185,1185,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2019,2019,USD,US Dollar,0,Units,33458.809105
1186,1186,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2020,2020,USD,US Dollar,0,Units,32911.91875
1187,1187,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2021,2021,USD,US Dollar,0,Units,34570.426343
1188,1188,SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2022,2022,USD,US Dollar,0,Units,37358.964095
1189,1189,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1970,1970,USD,US Dollar,0,Units,2768.892302
1190,1190,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1971,1971,USD,US Dollar,0,Units,3016.556056
1191,1191,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1972,1972,USD,US Dollar,0,Units,3373.037427
1192,1192,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1973,1973,USD,US Dollar,0,Units,3800.607032
1193,1193,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1974,1974,USD,US Dollar,0,Units,4333.424239
1194,1194,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1975,1975,USD,US Dollar,0,Units,4711.157292
1195,1195,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1976,1976,USD,US Dollar,0,Units,5074.348489
1196,1196,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1977,1977,USD,US Dollar,0,Units,5477.089671
1197,1197,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1978,1978,USD,US Dollar,0,Units,5881.633979
1198,1198,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1979,1979,USD,US Dollar,0,Units,6315.585179
1199,1199,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1980,1980,USD,US Dollar,0,Units,6962.742487
1200,1200,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1981,1981,USD,US Dollar,0,Units,7564.883871
1201,1201,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1982,1982,USD,US Dollar,0,Units,8088.873472
1202,1202,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1983,1983,USD,US Dollar,0,Units,8514.321963
1203,1203,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1984,1984,USD,US Dollar,0,Units,8942.337444
1204,1204,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1985,1985,USD,US Dollar,0,Units,9404.647685
1205,1205,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1986,1986,USD,US Dollar,0,Units,9876.097638
1206,1206,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1987,1987,USD,US Dollar,0,Units,10655.433632
1207,1207,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1988,1988,USD,US Dollar,0,Units,11567.813553
1208,1208,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1989,1989,USD,US Dollar,0,Units,12577.220687
1209,1209,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1990,1990,USD,US Dollar,0,Units,13520.860466
1210,1210,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1991,1991,USD,US Dollar,0,Units,14308.610819
1211,1211,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1992,1992,USD,US Dollar,0,Units,14736.224092
1212,1212,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1993,1993,USD,US Dollar,0,Units,14897.342445
1213,1213,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1994,1994,USD,US Dollar,0,Units,15550.19651
1214,1214,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1995,1995,USD,US Dollar,0,Units,16290.472356
1215,1215,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1996,1996,USD,US Dollar,0,Units,16982.180208
1216,1216,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1997,1997,USD,US Dollar,0,Units,17916.032155
1217,1217,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,0,Units,19101.544594
1218,1218,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,0,Units,19962.792113
1219,1219,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,0,Units,21595.594898
1220,1220,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,0,Units,23001.078446
1221,1221,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2002,2002,USD,US Dollar,0,Units,24376.328714
1222,1222,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2003,2003,USD,US Dollar,0,Units,25042.28982
1223,1223,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2004,2004,USD,US Dollar,0,Units,26182.03928
1224,1224,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2005,2005,USD,US Dollar,0,Units,27600.937168
1225,1225,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2006,2006,USD,US Dollar,0,Units,30743.713943
1226,1226,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2007,2007,USD,US Dollar,0,Units,32467.040978
1227,1227,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2008,2008,USD,US Dollar,0,Units,33242.245423
1228,1228,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2009,2009,USD,US Dollar,0,Units,32089.527547
1229,1229,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2010,2010,USD,US Dollar,0,Units,31690.887683
1230,1230,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2011,2011,USD,US Dollar,0,Units,31872.363078
1231,1231,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2012,2012,USD,US Dollar,0,Units,31724.785355
1232,1232,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2013,2013,USD,US Dollar,0,Units,32463.123682
1233,1233,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2014,2014,USD,US Dollar,0,Units,33558.976671
1234,1234,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2015,2015,USD,US Dollar,0,Units,34945.481623
1235,1235,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2016,2016,USD,US Dollar,0,Units,37333.064908
1236,1236,ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2017,2017,USD,US Dollar,0,Units,39601.479634
